,Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Cruzamentos 1,Cruzamentos 2,Laterais 1,Laterais 2,Chutes bloqueados 1,Chutes bloqueados 2,Contra-ataques 1,Contra-ataques 2,Gols 1,Gols 2,Tiro de meta 1,Tiro de meta 2,Tratamentos 1,Tratamentos 2,SubstituiÃ§Ãµes 1,SubstituiÃ§Ãµes 2,Tiros-livres 1,Tiros-livres 2,Defesas difÃ­ceis 1,Defesas difÃ­ceis 2,Posse 1(%),Posse 2(%),Time 1,Time 2,Position 1,Position 2,Time 1 x Time 2,Resultado Time 1,Position 1 Score,Position 2 Score
25351,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,22,271,4-2-3-1,4-2-3-1,495,1,0.87,0.87
16670,3.0,1.0,6.0,4.0,1.0,2.0,9.0,7.0,20.0,13.0,4.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,55,198,4-1-2-2-1,4-2-3-1,1216,1,0.91,0.87
17345,1.0,4.0,2.0,1.0,4.0,2.0,2.0,6.0,9.0,17.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,39.0,61.0,164,173,4-2-3-1,4-3-2-1,3707,1,0.87,0.9
15499,5.0,5.0,0.0,1.0,7.0,8.0,7.0,8.0,6.0,9.0,0.0,2.0,0.0,0.0,16.0,19.0,12.0,14.0,1.0,2.0,2.0,1.0,2.0,0.0,11.0,6.0,3.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,14,61,4-1-2-3,4-1-2-2-1,289,0,0.83,0.91
14731,2.0,3.0,0.0,3.0,8.0,6.0,0.0,3.0,18.0,15.0,2.0,4.0,0.0,0.0,17.0,13.0,19.0,29.0,2.0,2.0,1.0,1.0,0.0,2.0,8.0,4.0,1.0,2.0,3.0,3.0,18.0,18.0,1.0,2.0,51.0,49.0,188,125,4-4-2,4-2-3-1,4343,1,0.9,0.87
18805,2.0,6.0,4.0,1.0,5.0,1.0,5.0,6.0,18.0,14.0,1.0,3.0,0.0,0.0,17.0,13.0,13.0,26.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,6.0,1.0,2.0,3.0,3.0,15.0,22.0,5.0,2.0,36.0,64.0,117,38,3-5-2,3-5-2,2688,1,0.85,0.85
18899,4.0,4.0,6.0,2.0,4.0,4.0,2.0,5.0,14.0,18.0,0.0,3.0,0.0,0.0,17.0,13.0,23.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,20.0,20.0,4.0,3.0,71.0,29.0,228,226,4-3-3,4-1-4-1,5260,0,0.78,0.93
19346,5.0,1.0,6.0,1.0,5.0,2.0,4.0,5.0,22.0,28.0,4.0,4.0,0.0,0.0,17.0,13.0,26.0,19.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,6.0,1.0,2.0,3.0,3.0,29.0,28.0,1.0,5.0,53.0,47.0,24,157,4-2-3-1,4-2-3-1,553,1,0.87,0.87
5623,3.0,5.0,2.0,1.0,2.0,6.0,3.0,4.0,13.0,7.0,1.0,1.0,0.0,0.0,17.0,13.0,14.0,20.0,2.0,2.0,1.0,1.0,0.0,1.0,10.0,8.0,1.0,2.0,3.0,3.0,8.0,15.0,4.0,3.0,41.0,59.0,77,240,3-5-2,4-4-2,1744,1,0.85,0.9
20582,7.0,7.0,3.0,0.0,12.0,3.0,13.0,2.0,14.0,16.0,1.0,4.0,0.0,0.0,17.0,11.0,7.0,13.0,6.0,3.0,1.0,0.0,0.0,0.0,2.0,16.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,291,76,4-4-2,4-2-3-1,7289,1,0.9,0.87
8032,6.0,2.0,2.0,5.0,4.0,4.0,3.0,6.0,19.0,17.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,196,171,4-2-3-1,3-5-2,4531,0,0.87,0.85
25302,5.0,6.0,1.0,1.0,6.0,4.0,5.0,4.0,12.0,8.0,1.0,0.0,0.0,0.0,25.0,8.0,17.0,9.0,2.0,3.0,1.0,1.0,0.0,3.0,9.0,12.0,2.0,8.0,3.0,3.0,14.0,14.0,2.0,3.0,67.0,33.0,262,97,4-2-3-1,4-2-3-1,6110,1,0.87,0.87
1513,7.0,6.0,1.0,2.0,2.0,6.0,5.0,12.0,13.0,7.0,4.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,5.0,3.0,7.0,8.0,1.0,2.0,5.0,4.0,14.0,14.0,2.0,3.0,32.0,68.0,307,269,3-4-2-1,4-4-2,7283,0,0.82,0.9
20898,7.0,3.0,1.0,2.0,10.0,11.0,8.0,14.0,9.0,11.0,4.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,115,96,4-2-3-1,4-2-3-1,2650,1,0.87,0.87
16533,6.0,1.0,5.0,1.0,4.0,3.0,6.0,7.0,17.0,20.0,1.0,2.0,1.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,5,33,4-1-2-1-2,4-2-3-1,84,1,0.89,0.87
12712,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,4.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,182,141,,,4201,0,,
14859,5.0,6.0,0.0,0.0,6.0,7.0,7.0,5.0,11.0,9.0,2.0,1.0,0.0,0.0,17.0,13.0,19.0,25.0,2.0,2.0,1.0,1.0,2.0,1.0,12.0,8.0,1.0,2.0,3.0,3.0,9.0,11.0,5.0,3.0,45.0,55.0,195,173,4-3-3,4-3-3,4496,0,0.78,0.78
5395,4.0,6.0,1.0,5.0,4.0,5.0,5.0,7.0,15.0,19.0,0.0,4.0,0.0,0.0,17.0,13.0,28.0,19.0,2.0,2.0,1.0,1.0,2.0,2.0,14.0,8.0,1.0,2.0,3.0,3.0,24.0,16.0,4.0,2.0,46.0,54.0,62,256,4-2-3-1,4-3-3,1419,1,0.87,0.78
11096,4.0,7.0,4.0,1.0,5.0,7.0,8.0,8.0,16.0,10.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,7,150,4-1-4-1,4-2-3-1,143,1,0.93,0.87
24772,2.0,3.0,0.0,2.0,7.0,2.0,8.0,3.0,11.0,8.0,1.0,2.0,0.0,0.0,18.0,16.0,9.0,10.0,3.0,1.0,0.0,0.0,1.0,0.0,7.0,10.0,0.0,0.0,3.0,2.0,14.0,14.0,2.0,3.0,59.0,41.0,296,137,4-4-2,3-5-2,7321,0,0.9,0.85
15755,3.0,8.0,1.0,3.0,2.0,3.0,9.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,16.0,14.0,8.0,11.0,1.0,2.0,1.0,1.0,0.0,2.0,8.0,12.0,0.0,1.0,2.0,3.0,14.0,14.0,2.0,3.0,32.0,68.0,61,211,4-1-4-1,4-3-3,1380,1,0.93,0.78
4184,7.0,4.0,5.0,7.0,7.0,2.0,3.0,5.0,6.0,19.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,260,2,4-2-3-1,4-4-2,6061,0,0.87,0.9
10492,3.0,3.0,1.0,0.0,1.0,4.0,5.0,4.0,13.0,16.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,5.0,5.0,14.0,14.0,2.0,3.0,58.0,42.0,174,153,4-2-3-1,3-4-3,4001,1,0.87,0.76
27687,5.0,4.0,1.0,2.0,3.0,6.0,3.0,5.0,10.0,14.0,1.0,3.0,1.0,1.0,21.0,20.0,38.0,24.0,1.0,0.0,2.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,137,266,4-4-2,4-4-2,3054,1,0.9,0.9
13651,7.0,4.0,2.0,0.0,7.0,4.0,4.0,2.0,11.0,11.0,0.0,3.0,0.0,0.0,24.0,15.0,16.0,26.0,5.0,3.0,2.0,0.0,5.0,2.0,2.0,9.0,2.0,3.0,5.0,5.0,14.0,14.0,2.0,3.0,49.0,51.0,88,34,3-4-2-1,4-2-3-1,7329,0,0.82,0.87
1247,1.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0,16.0,16.0,28.0,28.0,2.0,2.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,3.0,4.0,14.0,14.0,2.0,3.0,53.0,47.0,147,193,4-2-3-1,4-2-3-1,3289,1,0.87,0.87
14097,2.0,2.0,2.0,0.0,3.0,4.0,2.0,8.0,14.0,9.0,1.0,0.0,0.0,0.0,17.0,13.0,29.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,7.0,1.0,2.0,3.0,3.0,9.0,16.0,1.0,1.0,48.0,52.0,83,263,4-2-3-1,4-1-3-2,1886,1,0.87,0.82
3757,8.0,4.0,3.0,7.0,9.0,4.0,2.0,2.0,18.0,18.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,241,261,4-2-3-1,3-4-3,5624,0,0.87,0.76
12708,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,7,112,,,137,1,,
8732,7.0,2.0,5.0,2.0,12.0,1.0,9.0,9.0,17.0,10.0,1.0,1.0,0.0,0.0,14.0,7.0,10.0,19.0,0.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,103,45,4-3-3,4-3-2-1,2324,0,0.78,0.9
21943,2.0,2.0,2.0,0.0,3.0,10.0,4.0,4.0,18.0,11.0,4.0,2.0,0.0,0.0,9.0,14.0,15.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,223,131,4-2-3-1,4-2-3-1,7286,1,0.87,0.87
21836,7.0,3.0,1.0,2.0,6.0,6.0,7.0,7.0,7.0,9.0,4.0,2.0,0.0,0.0,21.0,20.0,8.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,283,24,4-4-2,4-4-1-1,6604,0,0.9,0.91
5071,4.0,1.0,0.0,0.0,9.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,70.0,30.0,214,155,4-4-2,4-5-1,4974,0,0.9,0.95
10704,4.0,7.0,2.0,2.0,6.0,4.0,3.0,6.0,21.0,14.0,5.0,6.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,101,109,4-2-3-1,4-2-3-1,2284,1,0.87,0.87
9375,4.0,10.0,3.0,0.0,5.0,3.0,5.0,4.0,12.0,19.0,3.0,2.0,0.0,0.0,12.0,17.0,20.0,18.0,5.0,0.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,38.0,62.0,240,138,3-5-1-1,4-3-1-2,5591,1,0.89,0.88
2027,7.0,3.0,0.0,2.0,6.0,4.0,5.0,4.0,8.0,14.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,149,279,4-2-3-1,3-5-2,3358,1,0.87,0.85
2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,0.0,0.0,292,99,4-3-3,4-5-1,6836,1,0.78,0.95
24547,10.0,1.0,2.0,2.0,9.0,1.0,7.0,1.0,10.0,9.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,22.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,7.0,1.0,2.0,3.0,3.0,9.0,10.0,1.0,7.0,75.0,25.0,178,297,4-3-3,4-4-2,4113,0,0.78,0.9
15611,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,61,275,4-1-4-1,4-1-4-1,1387,0,0.93,0.93
1831,3.0,2.0,3.0,0.0,3.0,4.0,9.0,7.0,13.0,15.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,5.0,14.0,14.0,2.0,3.0,46.0,54.0,75,146,,,1690,0,,
19670,6.0,10.0,0.0,2.0,7.0,4.0,5.0,1.0,16.0,18.0,2.0,3.0,0.0,0.0,27.0,13.0,15.0,17.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,6.0,5.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,229,245,4-3-3,3-4-2-1,5297,1,0.78,0.82
9579,7.0,6.0,2.0,5.0,0.0,4.0,5.0,6.0,20.0,19.0,2.0,1.0,0.0,0.0,13.0,18.0,16.0,24.0,2.0,2.0,1.0,0.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,114,103,3-4-3,4-2-3-1,2615,0,0.76,0.87
12083,7.0,2.0,3.0,8.0,5.0,5.0,18.0,7.0,16.0,17.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,148,153,,,3332,0,,
15244,2.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,8.0,13.0,4.0,4.0,0.0,0.0,17.0,13.0,23.0,21.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,9.0,1.0,2.0,3.0,3.0,16.0,10.0,2.0,1.0,54.0,46.0,198,231,4-3-3,4-4-2,4611,1,0.78,0.9
11481,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,112,150,,,2559,1,,
7651,3.0,1.0,3.0,1.0,3.0,1.0,9.0,2.0,11.0,18.0,2.0,3.0,0.0,0.0,44.0,11.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,6.0,17.0,0.0,4.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,23,236,4-3-3,3-5-2,526,0,0.78,0.85
21003,11.0,5.0,3.0,3.0,10.0,1.0,22.0,4.0,13.0,9.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,228,283,4-3-3,4-2-3-1,5265,1,0.78,0.87
11150,3.0,4.0,4.0,3.0,2.0,3.0,5.0,3.0,15.0,18.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,7,144,,,141,0,,
19847,5.0,3.0,5.0,3.0,7.0,1.0,6.0,1.0,14.0,16.0,0.0,3.0,0.0,0.0,15.0,8.0,15.0,3.0,3.0,1.0,11.0,4.0,2.0,1.0,3.0,8.0,0.0,2.0,3.0,2.0,14.0,14.0,2.0,3.0,55.0,45.0,229,121,4-3-3,4-2-3-1,5285,0,0.78,0.87
11588,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,8,113,,,166,0,,
4330,2.0,7.0,0.0,3.0,6.0,5.0,3.0,7.0,14.0,11.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,186,187,4-4-2,4-4-2,4297,1,0.9,0.9
2416,7.0,1.0,2.0,1.0,5.0,4.0,4.0,7.0,5.0,8.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,149,286,4-2-3-1,3-4-2-1,3360,0,0.87,0.82
2045,4.0,5.0,1.0,1.0,5.0,5.0,8.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,279,146,3-4-2-1,4-4-2,6540,1,0.82,0.9
10028,3.0,4.0,1.0,2.0,10.0,5.0,4.0,1.0,11.0,13.0,4.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,148,250,4-4-2,4-3-3,3338,1,0.9,0.78
12564,7.0,4.0,5.0,3.0,7.0,2.0,6.0,3.0,19.0,19.0,1.0,1.0,0.0,0.0,14.0,15.0,6.0,8.0,4.0,0.0,1.0,0.0,3.0,0.0,4.0,4.0,7.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,37,7,4-2-3-1,4-3-2-1,815,0,0.87,0.9
22974,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,5.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,178,20,4-3-3,5-4-1,4080,0,0.78,0.98
26105,9.0,0.0,3.0,0.0,7.0,2.0,5.0,2.0,8.0,9.0,1.0,2.0,0.0,0.0,23.0,7.0,11.0,7.0,4.0,1.0,1.0,1.0,4.0,0.0,3.0,8.0,0.0,4.0,3.0,3.0,14.0,14.0,2.0,3.0,75.0,25.0,178,22,4-2-3-1,5-3-2,4081,0,0.87,0.97
2569,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,75,149,3-5-2,4-4-2,1692,1,0.85,0.9
18423,4.0,1.0,1.0,1.0,7.0,5.0,6.0,3.0,13.0,13.0,2.0,2.0,0.0,0.0,17.0,13.0,31.0,25.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,11.0,1.0,2.0,3.0,3.0,14.0,14.0,1.0,2.0,57.0,43.0,228,209,4-3-3,4-4-2,5258,0,0.78,0.9
1853,1.0,6.0,1.0,1.0,2.0,5.0,5.0,11.0,17.0,15.0,2.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,4.0,4.0,14.0,14.0,2.0,3.0,52.0,48.0,147,237,,,3292,1,,
1052,3.0,1.0,0.0,5.0,5.0,4.0,0.0,2.0,11.0,8.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,152,139,4-2-3-1,4-2-3-1,3420,0,0.87,0.87
11264,8.0,2.0,2.0,2.0,9.0,3.0,4.0,5.0,10.0,7.0,3.0,1.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,64.0,36.0,148,8,,,3306,0,,
15855,6.0,5.0,2.0,2.0,7.0,3.0,5.0,2.0,15.0,21.0,2.0,3.0,0.0,0.0,23.0,9.0,7.0,7.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,10.0,1.0,2.0,3.0,2.0,14.0,14.0,2.0,3.0,61.0,39.0,230,125,4-2-3-1,4-4-2,5314,1,0.87,0.9
1276,3.0,5.0,2.0,0.0,5.0,6.0,13.0,6.0,12.0,7.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,5.0,4.0,14.0,14.0,2.0,3.0,55.0,45.0,286,110,4-4-2,3-4-2-1,6703,1,0.9,0.82
3182,0.0,4.0,0.0,1.0,8.0,11.0,7.0,6.0,9.0,7.0,3.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,0.0,0.0,14.0,14.0,2.0,3.0,47.0,53.0,264,290,4-3-3,4-3-3,6173,1,0.78,0.78
4120,2.0,2.0,1.0,1.0,3.0,7.0,7.0,11.0,16.0,5.0,3.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,52,100,4-3-3,3-5-2,1146,0,0.78,0.85
11191,5.0,5.0,0.0,3.0,9.0,5.0,10.0,4.0,12.0,12.0,5.0,2.0,0.0,0.0,32.0,14.0,8.0,9.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,13.0,3.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,37,141,4-2-3-1,4-2-3-1,837,1,0.87,0.87
20414,4.0,5.0,6.0,2.0,3.0,6.0,4.0,4.0,12.0,23.0,0.0,4.0,0.0,0.0,19.0,10.0,7.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,7.0,5.0,0.0,2.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,229,24,4-4-2,4-3-3,5272,1,0.9,0.78
1482,3.0,2.0,0.0,0.0,2.0,5.0,11.0,6.0,14.0,12.0,1.0,1.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,5.0,4.0,14.0,14.0,2.0,3.0,47.0,53.0,147,307,3-1-4-2,,3303,0,0.8,
7081,2.0,3.0,4.0,2.0,6.0,1.0,12.0,3.0,14.0,9.0,3.0,1.0,0.0,0.0,29.0,4.0,14.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,16.0,0.0,6.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,77,62,4-4-2,4-3-1-2,1730,1,0.9,0.88
19661,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,2.0,2.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,162,87,4-2-3-1,4-4-2,3643,1,0.87,0.9
23657,4.0,3.0,0.0,1.0,6.0,3.0,9.0,5.0,17.0,8.0,4.0,3.0,0.0,0.0,17.0,13.0,21.0,23.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,9.0,1.0,2.0,3.0,3.0,9.0,17.0,2.0,2.0,53.0,47.0,302,22,3-4-3,4-3-3,7062,0,0.76,0.78
8261,6.0,5.0,4.0,1.0,5.0,3.0,4.0,6.0,15.0,19.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,114,158,4-5-1,4-3-3,2619,0,0.95,0.78
15995,5.0,4.0,0.0,1.0,3.0,12.0,2.0,6.0,16.0,8.0,1.0,2.0,0.0,0.0,9.0,24.0,12.0,7.0,0.0,2.0,1.0,1.0,1.0,2.0,9.0,3.0,0.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,46.0,54.0,195,61,4-2-3-1,4-1-4-1,4488,1,0.87,0.93
654,4.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,10.0,9.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,3,217,4-2-3-1,4-5-1,63,0,0.87,0.95
4096,8.0,3.0,3.0,2.0,10.0,2.0,13.0,6.0,14.0,8.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,243,2,4-4-2,4-4-2,5654,0,0.9,0.9
4204,7.0,9.0,1.0,1.0,10.0,7.0,5.0,8.0,12.0,10.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,274,168,4-3-3,4-4-2,6433,0,0.78,0.9
